Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Vinagre,WOL,DEF,43,31.9,12.8,2.0,4.6,0,0,0,0,0,0,0,0,0,0.1,67,0,4
Vlasic,EVE,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Vokes,BUR,FWD,53,79.7,110.4,209.0,39.0,11,2,0,0,0,0,0,0,0,1.5,678,5,32
Vorm,TOT,GKP,48,0.0,66.8,0.0,6.6,4,0,0,0,0,0,9,0,0,0.1,180,1,5
Vydra,BUR,FWD,58,20.7,44.2,50.0,11.5,4,1,0,0,0,0,0,0,0,0.0,242,0,12
Walcott,EVE,MID,63,162.6,201.6,268.0,63.3,15,2,2,0,0,0,0,0,0,4.8,979,3,45
Walker,MCI,DEF,65,135.4,180.4,56.0,37.2,4,1,0,0,0,0,0,0,0,13.8,900,4,54
Walker-Peters,TOT,DEF,42,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Walters,BUR,MID,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Wan-Bissaka,CRY,DEF,42,99.4,286.0,33.0,42.0,15,0,1,0,0,0,0,1,1,26.6,974,9,36
Wanyama,TOT,MID,49,7.3,23.0,21.0,5.1,0,0,0,0,0,0,0,0,0,0.0,147,0,6
Ward,LEI,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Ward,BUR,DEF,47,17.2,48.4,19.0,8.5,6,0,0,0,0,0,0,1,0,0.6,228,0,7
Ward,CRY,DEF,43,3.1,29.8,4.0,3.7,3,0,0,0,0,0,0,0,0,0.2,101,0,2
Ward,CAR,MID,44,56.4,60.0,63.0,17.8,9,1,0,0,0,0,0,0,0,0.4,316,0,16
Ward-Prowse,SOU,MID,51,118.6,45.2,28.0,19.1,9,0,0,0,0,0,0,1,0,0.2,197,0,6
Welbeck,ARS,FWD,65,56.8,73.6,66.0,19.5,3,1,1,0,0,0,0,0,0,0.6,146,3,19
Wells,BUR,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
Westwood,BUR,MID,45,144.1,167.2,66.0,38.0,18,0,3,0,0,0,0,2,0,1.9,751,0,28
Whiteman,TOT,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Wickham,CRY,FWD,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,1,0,1
Wijnaldum,LIV,MID,55,100.9,139.0,158.0,39.9,5,1,1,0,0,0,0,1,0,1.4,992,3,39
Williams,EVE,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Williams,HUD,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Willian,CHE,MID,74,504.7,234.8,275.0,101.5,6,2,3,0,0,0,0,1,0,6.2,770,2,49
Wilmot,WAT,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,2,0,1
Wilshere,WHU,MID,48,33.5,46.2,11.0,9.0,9,0,0,0,0,0,0,2,0,1.1,333,0,7
Wilson,BOU,FWD,68,214.2,316.2,514.0,104.2,14,6,7,0,1,0,0,3,0,36.3,1057,8,72
Winks,TOT,MID,55,39.9,46.8,9.0,9.5,4,0,0,0,0,0,0,3,0,0.0,423,0,13
Wood,BUR,FWD,62,34.7,56.6,154.0,24.2,15,1,0,0,0,0,0,0,0,0.3,541,0,21
Xhaka,ARS,MID,53,208.1,268.6,79.0,55.8,14,2,1,0,0,0,0,4,0,3.5,1014,2,36
Yarmolenko,WHU,MID,68,84.6,86.0,122.0,29.1,6,2,1,0,0,0,0,2,0,0.6,456,2,27
Yedlin,NEW,DEF,45,108.0,182.2,28.0,31.9,15,1,1,1,0,0,0,1,0,1.5,979,1,35
Yoshida,SOU,DEF,42,0.5,41.4,42.0,8.4,4,0,0,0,0,0,0,0,0,0.5,180,0,3
Young,MUN,DEF,57,156.2,122.6,11.0,29.0,16,0,2,0,0,0,0,3,0,1.2,720,0,14
Zabaleta,WHU,DEF,43,53.9,174.2,36.0,26.4,10,0,1,0,0,0,0,3,0,2.6,792,4,24
Zaha,CRY,FWD,68,190.8,202.2,308.0,70.2,14,3,2,0,0,0,0,3,0,13.6,900,3,38
Zambo Anguissa,FUL,MID,44,52.8,112.0,43.0,20.8,13,0,0,0,0,0,0,0,0,0.1,569,0,16
Zanka,HUD,DEF,44,27.6,205.4,29.0,26.4,16,1,0,0,0,0,0,5,0,3.2,977,2,29
Zappacosta,CHE,DEF,51,0.4,1.0,21.0,2.2,0,0,0,0,0,0,0,0,0,0.1,6,0,1
Zeegelaar,WAT,DEF,42,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Zinchenko,MCI,MID,48,39.1,24.6,30.0,9.4,0,0,0,0,0,0,0,0,0,0.0,90,0,3
Zohore,CAR,FWD,47,57.0,14.8,105.0,17.7,6,0,0,0,0,0,0,0,0,0.3,258,0,8
Zouma,EVE,DEF,50,16.3,140.4,49.0,20.6,10,0,1,0,0,0,0,0,0,0.3,721,3,28
van Aanholt,CRY,DEF,54,106.4,194.4,162.0,46.2,17,1,1,0,0,0,0,2,0,3.7,1080,5,41
van Dijk,LIV,DEF,60,15.7,262.6,86.0,36.5,5,0,0,0,0,0,0,1,0,17.1,1044,5,51
van La Parra,HUD,MID,47,57.6,27.8,41.0,12.6,6,0,0,0,0,0,0,0,0,0.0,405,0,10
Ozil,ARS,MID,83,306.0,224.0,107.0,63.8,11,3,1,0,0,0,0,1,0,5.5,820,7,46
